,id_fakta,id_waktu,id_pelanggan,id_produk,id_lokasi,id_channel,id_status,nomor_transaksi,jumlah_pembelian,total_harga,jumlah_data_mb,durasi_telpon_menit,jumlah_sms
11264,30402,613,547,48,17,2,1,TRX006130030402,1,250000.0,43539.65,75,163
11265,30403,312,633,22,28,3,1,TRX003120030403,1,50000.0,,2415,
11266,30404,691,799,30,86,5,1,TRX006910030404,3,105000.0,1914.37,,406
11267,30405,664,433,41,55,4,1,TRX006640030405,1,15000.0,15959.63,576,440
11268,30407,1046,538,23,50,2,1,TRX010460030407,1,90000.0,,2933,
11269,30410,924,276,32,57,1,1,TRX009240030410,1,95000.0,17246.64,581,180
11270,30412,661,683,29,93,2,5,TRX006610030412,1,25000.0,,,290
11271,30414,647,827,20,25,5,5,TRX006470030414,1,15000.0,,2435,
11272,30416,40,599,39,13,3,1,TRX000400030416,1,20000.0,40951.86,615,
11273,30418,161,797,27,21,3,1,TRX001610030418,2,28490.14,,,845
11274,30419,409,159,37,28,5,1,TRX004090030419,2,600000.0,21474.55,800,291
11275,30423,415,676,29,29,1,1,TRX004150030423,1,25000.0,,,537
11276,30426,645,522,41,57,5,4,TRX006450030426,1,15000.0,4476.1,455,376
11277,30427,1036,954,24,91,1,4,TRX010360030427,2,140000.0,,988,
11278,30430,831,605,28,29,3,4,TRX008310030430,3,30000.0,,,603
11279,30431,535,475,34,62,5,5,TRX005350030431,4,800000.0,13744.68,911,227
11280,30432,212,512,25,11,3,1,TRX002120030432,3,3000.0,,,610
11281,30433,742,581,39,22,2,1,TRX007420030433,1,20000.0,16116.57,140,309
11282,30435,630,813,18,25,1,1,TRX006300030435,1,3000.0,,2572,
11283,30436,524,13,19,58,2,1,TRX005240030436,71,5000.0,,2623,
11284,30437,1086,116,48,9,5,1,TRX010860030437,3,750000.0,20695.03,255,492
11285,30441,800,973,28,5,1,5,TRX008000030441,,10000.0,,,982
11286,30443,89,340,43,40,2,1,TRX000890030443,1,120000.0,44266.33,280,163
11287,30444,330,823,24,88,6,1,TRX003300030444,1,70000.0,,1545,
11288,30445,649,116,44,44,1,1,TRX006490030445,3,525000.0,14702.43,412,43
11289,30448,776,207,22,23,1,5,TRX007760030448,1,50000.0,,1651,
11290,30450,510,144,48,10,6,1,TRX005100030450,3,750000.0,46597.21,790,95
11291,30452,887,157,43,20,1,3,TRX008870030452,1 (error),120000.0,49270.31,,278
11292,30455,114,750,49,78,2,1,TRX001140030455,2,240000.0,37112.92,139,166
11293,30456,153,552,32,73,2,3,TRX001530030456,1,95000.0,11867.12,787,365
11294,30458,943,505,20,79,4,1,TRX009430030458,1,15000.0,,1501,
11295,30459,1096,282,28,51,1,1,TRX010960030459,1,10000.0,,,89
11296,30461,951,874,34,76,2,1,TRX009510030461,1,200000.0,19594.36,735,338
11297,30462,984,314,50,91,2,5,TRX009840030462,1,200000.0,34984.92,360,130
11298,30465,605,657,37,83,1,1,TRX006050030465,1,300000.0,47925.64,762,187
11299,30468,834,327,43,61,3,5,TRX008340030468,1,120000.0,20870.09,162,225
11300,30469,417,537,49,31,3,1,TRX004170030469,1,120000.0,21789.63,523,461
11301,30470,11,879,48,94,1,5,TRX000110030470,1,411909.8,919.27,731,428
11302,30472,284,892,25,73,1,1,TRX002840030472,1,1000.0,,,82
11303,30474,338,752,48,74,2,1,TRX003380030474,2,500000.0,5074.26,,91
11304,30475,1035,267,36,20,1,1,TRX010350030475,4,600000.0,34758.15,868,267
11305,30477,954,860,40,47,1,1,TRX009540030477,1,10000.0,"39133.99,-",989,20
11306,30479,931,931,24,34,1,1,TRX009310030479,2,140000.0,,2201,
11307,30481,1059,227,28,38,4,5,TRX010590030481,2,20000.0,,,419
11308,30486,55,50,39,86,4,3,TRX000550030486,154,20000.0,1637.0,244,318
11309,30487,517,131,33,84,3,5,TRX005170030487,1,135000.0,1715.06,58,463
11310,30488,45,988,28,27,2,3,TRX000450030488,1,29155.62,,,437
11311,30489,646,553,28,74,1,1,TRX006460030489,1,10000.0,,,410
11312,30490,934,499,43,71,5,1,TRX009340030490,1,120000.0,41636.5,988,
11313,30491,384,666,18,36,1,1,TRX003840030491,1,3000.0,,78,
11314,30492,459,298,22,15,1,4,TRX004590030492,1,50000.0,,868,
11315,30493,494,829,24,23,2,3,TRX004940030493,1,70000.0,,1781,
11316,30495,555,392,32,42,2,5,TRX005550030495,4,380000.0,15292.02,,459
11317,30496,180,537,40,33,1,3,TRX001800030496,2,20000.0,39501.5,977,151
11318,30498,60,183,29,60,1,4,TRX000600030498,1,25000.0,,,673
11319,30499,102,15,33,48,1,1,TRX001020030499,324,405000.0,4276.37,560,191??
11320,30503,872,18,43,52,1,4,TRX008720030503,1,120000.0,13827.26,33390,135
11321,30507,343,821,21,36,4,1,TRX003430030507,1,25000.0,,390,
11322,30508,278,654,38,12,6,1,TRX002780030508,1,50000.0,13517.77,343,144
11323,30509,686,40,38,1,2,1,TRX006860030509,1,50000.0,3149.52,497,160
11324,30513,886,618,29,30,3,2,TRX008860030513,1,25000.0,,,259
11325,30514,54,369,22,10,3,1,TRX000540030514,1,50000.0,,743,
11326,30516,376,209,43,13,1,2,TRX003760030516,1,120000.0,29973.3,936,399
11327,30519,713,937,50,44,3,1,TRX007130030519,1,200000.0,3900.75,651,447
11328,30520,791,747,20,39,4,2,TRX007910030520,4,60000.0,,1227,
11329,30521,782,744,29,49,6,5,TRX007820030521,1,25864.85,,,122
11330,30523,813,187,49,94,6,4,TRX008130030523,1,120000.0,48272.07,523,276
11331,30529,36,198,50,75,2,1,TRX000360030529,1,200000.0,34962.54,153,67
11332,30531,488,124,35,24,3,1,TRX004880030531,1,350000.0,49353.5,734,177
11333,30532,349,676,24,11,6,5,TRX003490030532,"1,-",132630.03,,2280,
11334,30533,32,92,28,50,1,1,TRX000320030533,1,17013.18,,,741
11335,30537,358,505,31,66,5,3,TRX003580030537,3,195000.0,,810,
11336,30539,613,90,42,38,1,1,TRX006130030539,1,75000.0,50182.33,987,295
11337,30541,622,222,21,90,4,1,TRX006220030541,1,25000.0,,795,
11338,30542,865,370,27,29,3,2,TRX008650030542,1,5000.0,,,635
11339,30545,709,616,27,20,3,1,TRX007090030545,2,10000.0,,,954
11340,30547,1020,327,37,34,1,1,TRX010200030547,3,900000.0,22637.8,233,
11341,30548,908,67,28,81,2,3,TRX009080030548,1,10000.0,,,639
11342,30549,494,526,37,54,5,2,TRX004940030549,1,300000.0,20026.28,627,13
11343,30551,721,182,21,90,2,4,TRX007210030551,1,25000.0,,75,
11344,30552,790,815,35,62,1,5,TRX007900030552,1,350000.0,20749.47,,475
11345,30554,976,364,41,7,2,1,TRX009760030554,4,60000.0,37586.67,539,
11346,30555,969,31,37,65,1,1,TRX009690030555,1,300000.0,11982.66,980,458
11347,30557,982,618,40,12,2,1,TRX009820030557,1,10000.0,24631.75,673,483
11348,30558,241,269,28,33,2,1,TRX002410030558,1,10000.0,,,56
11349,30559,1024,690,36,8,3,1,TRX010240030559,1,150000.0,44588.92,774,85
11350,30561,349,683,35,97,4,1,TRX003490030561,5,1750000.0,3321.8,,190
11351,30563,16,386,48,13,6,2,TRX000160030563,1,250000.0,17204.68,372,162
11352,30564,310,897,32,2,1,1,TRX003100030564,3,285000.0,33645.23,712,167
11353,30566,1005,498,38,74,2,1,TRX010050030566,1,50000.0,30993.72,454,278
11354,30567,591,153,18,97,1,1,TRX005910030567,1,3000.0,,1885,
11355,30568,218,298,39,41,2,5,TRX002180030568,1,20000.0,,291,449
11356,30569,679,616,26,64,6,1,TRX006790030569,3,4500.0,,,748
11357,30570,67,832,49,36,3,1,TRX000670030570,1,120000.0,49962.4,864,145
11358,30571,577,570,21,69,3,1,TRX005770030571,1,25000.0,,1879,
11359,30572,531,92,43,65,1,1,TRX005310030572,1,187791.11,39886.9,85,376
11360,30573,850,334,33,51,2,1,TRX008500030573,5,675000.0,,139,435
11361,30575,129,228,27,9,3,1,TRX001290030575,1,5000.0,,,734
11362,30576,922,26,35,86,1,1,TRX009220030576,1,350000.0,2047.33,880,219
11363,30581,712,164,28,62,2,1,TRX007120030581,1,10000.0,,,832
11364,30583,809,89,28,39,5,1,TRX008090030583,1,10000.0,,,345
11365,30584,785,481,48,20,3,2,TRX007850030584,1,250000.0,18512.89,421,10
11366,30585,892,760,20,68,5,5,TRX008920030585,1,15000.0,,1658,
11367,30586,503,247,18,5,6,5,TRX005030030586,1,3000.0,,1463,
11368,30587,330,142,49,93,1,1,TRX003300030587,3,360000.0,18080.38,131,409
11369,30591,792,428,25,48,2,3,TRX007920030591,1,1000.0,,,37
11370,30592,548,730,37,79,3,5,TRX005480030592,1,300000.0,22281.71,966,325
11371,30593,52,51,32,16,5,4,TRX000520030593,3,285000.0,43544.53,378,134
11372,30594,114,639,25,57,2,3,TRX001140030594,1,1000.0,,,892
11373,30596,23,402,25,81,3,1,TRX000230030596,4,4000.0,,,104
11374,30597,1069,332,25,56,5,3,TRX010690030597,1,1000.0,,,637
11375,30599,460,918,40,42,1,1,TRX004600030599,4,40000.0,,986,
11376,30600,17,639,19,58,3,1,TRX000170030600,1,8651.64,,1407,
11377,30601,1014,362,26,26,4,1,TRX010140030601,1,1500.0,,,767
11378,30602,306,465,26,30,4,2,TRX003060030602,5,7500.0,,,23
11379,30603,87,790,38,35,3,1,TRX000870030603,2,100000.0,32996.72,93,82
11380,30604,980,209,23,23,1,1,TRX009800030604,1,90000.0,,2844,
11381,30605,688,89,24,96,1,2,TRX006880030605,5,350000.0,,2681,
11382,30608,241,112,20,8,6,1,TRX002410030608,1,15000.0,,1976,
11383,30609,554,657,26,77,1,1,TRX005540030609,2,3000.0,,,537
11384,30610,912,139,29,30,2,1,TRX009120030610,2,50000.0,,,477
11385,30611,359,171,27,45,5,3,TRX003590030611,1,5000.0,,,769
11386,30612,1074,605,38,44,2,1,TRX010740030612,1,50000.0,21798.36,501,154
11387,30613,60,683,34,91,3,4,TRX000600030613,1,200000.0,11289.08,693,188
11388,30615,269,508,41,5,3,5,TRX002690030615,1,15000.0,,845,28
11389,30616,1088,901,26,57,5,1,TRX010880030616,4,6000.0,,,143
11390,30617,966,717,37,15,3,2,TRX009660030617,4,1200000.0,17202.57,43,53
11391,30618,1054,21,25,95,4,1,TRX010540030618,1,1000.0,,,614
11392,30620,88,323,39,80,6,1,TRX000880030620,1,20000.0,12232.69,135,301
11393,30621,253,441,22,62,2,1,TRX002530030621,1,50000.0,,1462,
11394,30622,225,588,36,63,3,2,TRX002250030622,1,150000.0,15176.37,342,471
11395,30624,1029,720,50,3,3,1,TRX010290030624,1,200000.0,38821.54,143,29
11396,30625,728,263,23,47,6,1,TRX007280030625,1,90000.0,,83,
11397,30626,212,467,35,80,6,4,TRX002120030626,1,350000.0,5996.13,22,391
11398,30627,497,516,40,84,3,3,TRX004970030627,4,40000.0,43237.8,503,457
11399,30628,531,6,38,88,2,3,TRX005310030628,1,50000.0,42227.51,272,"276,-"
11400,30629,285,704,38,34,1,1,TRX002850030629,1,50000.0,32551.86,155,21
11401,30630,352,157,39,70,3,1,TRX003520030630,2,40000.0,28472.45,24,239
11402,30634,70,188,38,4,6,1,TRX000700030634,1,50000.0,4348.36,999,37
11403,30635,21,507,39,84,1,1,TRX000210030635,1,20000.0,18921.56,51,155
11404,30638,646,426,41,66,3,1,TRX006460030638,1,15000.0,36949.16,574,161
11405,30639,1039,147,39,99,2,1,TRX010390030639,3,60000.0,21044.37,476,498
11406,30640,6,241,26,47,5,1,TRX000060030640,1,1500.0,,,234
11407,30642,90,508,37,74,2,1,TRX000900030642,5,1500000.0,16066.75,843,80??
11408,30643,898,189,30,18,3,1,TRX008980030643,1,35000.0,39059.86,867,364
11409,30645,796,648,38,83,2,4,TRX007960030645,1,50000.0,29648.7,177,377
11410,30646,725,680,35,8,3,5,TRX007250030646,1,350000.0,30580.54,541,43
11411,30648,658,72,19,27,2,5,TRX006580030648,1,5000.0,,668,
11412,30649,318,780,41,39,6,5,TRX003180030649,3,45000.0,6070.46,862 (error),45
11413,30650,63,19,29,61,2,1,TRX000630030650,1 (error),25000.0,,,222
11414,30652,846,276,28,5,3,1,TRX008460030652,1,10000.0,,,633
11415,30653,510,395,23,17,3,1,TRX005100030653,1,90000.0,,1506,
11416,30655,589,604,26,47,5,5,TRX005890030655,1,1500.0,,,576
11417,30656,743,347,42,33,5,1,TRX007430030656,2,150000.0,28401.86,176,249
11418,30659,512,242,28,82,3,4,TRX005120030659,2,20000.0,,,426
11419,30660,112,540,32,76,1,1,TRX001120030660,1,95000.0,9269.73,583,63
11420,30661,855,146,49,10,1,3,TRX008550030661,1,120000.0,,782,345
11421,30662,747,314,40,45,6,1,TRX007470030662,2,20000.0,47704.18,990,18
11422,30663,342,763,29,16,4,2,TRX003420030663,1,25000.0,,,30
11423,30664,474,52,34,66,1,1,TRX004740030664,1,200000.0,36021.12,769,206
11424,30668,536,367,49,61,6,1,TRX005360030668,1,120000.0,13818.3,959,274
11425,30669,875,289,19,68,2,1,TRX008750030669,3,15000.0,,1152 (error),
11426,30670,403,594,34,59,2,3,TRX004030030670,1,200000.0,6387.73,487,107
11427,30675,1033,607,31,90,1,1,TRX010330030675,1,65000.0,5717.49,705,271
11428,30677,1041,822,24,12,2,5,TRX010410030677,1,70000.0,,2486,
11429,30680,153,854,34,28,2,1,TRX001530030680,1,200000.0,47302.94,530,10
11430,30681,457,216,21,71,1,1,TRX004570030681,1,25000.0,,175,
11431,30682,957,782,37,2,6,1,TRX009570030682,1,300000.0,5755.41,295,106
11432,30684,72,254,34,63,6,2,TRX000720030684,2,400000.0,16413.68,679,26
11433,30686,7,570,41,74,3,1,TRX000070030686,1,15000.0,49886.5,17,181
11434,30688,27,328,19,63,4,1,TRX000270030688,1,5000.0,,169,
11435,30689,658,101,32,24,2,1,TRX006580030689??,2,190000.0,10028.87,15,157
11436,30690,867,856,29,7,4,4,TRX008670030690,1,25000.0,,,17
11437,30691,351,964,25,38,5,1,TRX003510030691,1,1000.0,,,252
11438,30692,308,10,19,41,1,1,TRX003080030692,1,5000.0,,881,
11439,30693,152,159,39,67,5,2,TRX001520030693,1,20000.0,26654.08,77,429
11440,30694,638,991,39,75,5,1,TRX006380030694,3,60000.0,21695.76,351,351
11441,30696,557,566,35,42,1,1,TRX005570030696,1,350000.0,39109.43,653,303
11442,30698,409,685,43,72,3,1,TRX004090030698,1,181432.55,16346.45,743,52
11443,30699,991,285,29,27,1,3,TRX009910030699,5,125000.0,,,363
11444,30700,728,537,37,13,1,1,TRX007280030700,1,300000.0,39403.22,445,51
11445,30701,944,31,22,9,1,1,TRX009440030701,3,150000.0,,2690,
11446,30702,434,224,43,31,1,1,TRX004340030702,1,120000.0,15151.71,63,25
11447,30705,317,877,28,55,1,1,TRX003170030705,1,10000.0,,,359
11448,30708,519,55,40,93,6,1,TRX005190030708,1,10000.0,14357.1,258,343
11449,30710,294,112,29,51,6,1,TRX002940030710,1,25000.0,,,128
11450,30711,373,802,36,61,1,1,TRX003730030711,1,150000.0,49770.81,474,488
11451,30712,1082,831,34,19,4,5,TRX010820030712,2,400000.0,,133,281
11452,30713,915,417,41,95,5,1,TRX009150030713,1,15000.0,5331.03,231,47
11453,30716,999,676,30,11,3,1,TRX009990030716,1,35000.0,,490,320
11454,30717,1090,222,32,85,2,1,TRX010900030717,1,95000.0,27091.93,209,427
11455,30719,701,160,49,49,6,1,TRX007010030719,1,120000.0,33504.25,699,274
11456,30720,251,353,40,55,2,1,TRX002510030720,2,20000.0,5297.11,641,139
11457,30721,673,568,40,48,1,1,TRX006730030721,1,10000.0,32470.25,841,169
11458,30723,642,751,40,65,1,1,TRX006420030723,1,10000.0,23084.24,823,318
11459,30724,644,703,50,99,6,5,TRX006440030724,1,200000.0,16781.57,647,180
11460,30726,284,942,41,52,1,1,TRX002840030726,1,15000.0,10076.29,,263
11461,30727,14,340,26,11,3,1,TRX000140030727,2,3000.0,,,678
11462,30728,848,639,21,67,1,1,TRX008480030728,3,75000.0,,522,
11463,30729,209,573,19,98,2,1,TRX002090030729,2,10000.0,,1498,
11464,30730,12,790,49,85,1,3,TRX000120030730,2,240000.0,45047.52,75,136
11465,30732,432,980,44,82,1,1,TRX004320030732,1,175000.0,11299.74,75,117
11466,30733,707,713,50,96,6,3,TRX007070030733,3,1149494.61,2036.98,804,457
11467,30734,221,68,40,77,1,1,TRX002210030734,1,10000.0,4623.62,468,272
11468,30735,834,889,43,83,4,4,TRX008340030735,2,240000.0,,37,263
11469,30736,307,88,32,8,1,1,TRX003070030736,1??,95000.0,42502.09,208,230
11470,30737,499,286,23,46,3,1,TRX004990030737,2,180000.0,,454,
11471,30738,926,862,44,16,1,5,TRX009260030738,1,175000.0,6075.49,170,62
11472,30739,45,246,32,12,2,4,TRX000450030739,,95000.0,29771.73,546,58
11473,30740,618,473,40,41,1,1,TRX006180030740,2,20000.0,22580.02,237,346
11474,30742,770,381,23,45,3,5,TRX007700030742,2,180000.0,,2482,
11475,30744,495,538,43,98,3,3,TRX004950030744,1 (error),120000.0,21586.73,562,468
11476,30746,115,232,40,47,6,1,TRX001150030746,1,10000.0,14572.36,709,398
11477,30748,676,288,18,44,3,1,TRX006760030748,2,6000.0,,2091,
11478,30749,42,545,49,47,2,5,TRX000420030749,1,120000.0,42832.55,351,
11479,30750,603,255,43,6,5,4,TRX006030030750,3,360000.0,13930.98,710,224
11480,30752,425,215,24,4,2,1,TRX004250030752,2,140000.0,,233,
11481,30754,672,937,29,3,3,1,TRX006720030754,1,25000.0,,,68
11482,30755,441,18,31,71,2,5,TRX004410030755,1,65000.0,5439.72,218,283
11483,30757,876,5,18,59,1,4,TRX008760030757,"1,-",3000.0,,2294,
11484,30758,102,121,20,40,1,3,TRX001020030758,1,15000.0,,2999,
11485,30760,25,485,36,30,5,2,TRX000250030760,4,600000.0,19621.86,981,240
11486,30761,84,240,36,96,1,1,TRX000840030761,5,750000.0,23837.83,528,26
11487,30763,989,455,40,24,6,1,TRX009890030763,3,30000.0,43921.4,20,166
11488,30765,939,19,28,31,5,1,TRX009390030765,1,10000.0,,,362
11489,30767,149,901,39,7,4,2,TRX001490030767,4,80000.0,,543,232
11490,30768,444,344,29,45,5,1,TRX004440030768,2,50000.0,,,574
11491,30769,105,900,18,74,3,1,TRX001050030769,,3000.0,,1810,
11492,30770,742,912,22,7,4,1,TRX007420030770,3,150000.0,,1641,
11493,30771,454,607,43,26,3,2,TRX004540030771,1,120000.0,16325.59,578,330
11494,30772,572,799,37,92,2,1,TRX005720030772,1,300000.0,,870,490
11495,30773,892,226,23,67,2,3,TRX008920030773,1,90000.0,,1725,
11496,30774,864,848,30,26,3,1,TRX008640030774,3,105000.0,47782.78,449,177
11497,30777,300,663,38,71,3,1,TRX003000030777,2,100000.0,17453.5,737,
11498,30780,1012,959,25,82,1,5,TRX010120030780,1,1000.0,,,513
11499,30782,401,871,29,47,1,1,TRX004010030782,1,25000.0,,,153
11500,30783,626,293,27,4,3,4,TRX006260030783,1,5000.0,,,952
11501,30787,243,337,24,94,2,1,TRX002430030787,1,70000.0,,2202,
11502,30791,731,706,22,27,4,2,TRX007310030791,1 (error),50000.0,,1620,
11503,30794,790,86,27,14,1,4,TRX007900030794,3,,,,864
11504,30795,998,89,21,47,2,4,TRX009980030795,5,125000.0,,49,
11505,30797,660,397,18,27,1,5,TRX006600030797,1,3000.0,,881,
11506,30798,425,646,31,24,1,5,TRX004250030798,1,65000.0,26569.22,320,7
11507,30800,281,797,26,30,1,3,TRX002810030800,1,1500.0,,,322
11508,30802,1096,908,30,80,6,3,TRX010960030802,1,35000.0,6043.9,873,0
11509,30803,128,980,41,50,3,1,TRX001280030803,2,30000.0,13995.24,673,166
11510,30806,1053,694,41,59,2,5,TRX010530030806,1,15000.0,44979.41,804,322
11511,30807,1004,315,37,99,2,1,TRX010040030807,1,300000.0,39186.02,632,346
11512,30810,270,159,27,50,4,1,TRX002700030810,2,10000.0,,,222
11513,30812,280,951,21,64,1,1,TRX002800030812,2,50000.0,,1455,
11514,30813,290,159,50,53,3,1,TRX002900030813,1,200000.0,28922.48,931,400
11515,30815,86,969,19,61,2,1,TRX000860030815,3,15000.0,,2316,
11516,30816,623,841,35,81,1,1,TRX006230030816,1,350000.0,28040.27,277,30
11517,30820,702,236,48,94,3,1,TRX007020030820,1,250000.0,,363,312
11518,30821,1074,886,24,31,4,4,TRX010740030821,1,70000.0,,2447,
11519,30822,694,904,22,1,2,1,TRX006940030822,1,50000.0,,585,
11520,30823,773,307,48,41,1,1,TRX007730030823,1,250000.0,34715.24,412,395
11521,30824,995,898,48,19,3,1,TRX009950030824,1,250000.0,2667.61,517,446
11522,30825,363,905,28,87,6,1,TRX003630030825,1,10000.0,,,814
11523,30830,543,851,49,100,2,1,TRX005430030830,1,120000.0,28508.98,554,123??
11524,30832,869,301,42,36,1,5,TRX008690030832,2,150000.0,553.82,949,450
11525,30833,222,522,41,18,3,1,TRX002220030833,1,15000.0,48825.44,359,142
11526,30834,228,162,28,34,3,1,TRX002280030834,1,10000.0,,,926
11527,30837,516,382,30,9,5,1,TRX005160030837,2,70000.0,12722.28,422,449
11528,30839,350,627,42,36,3,1,TRX003500030839,3,225000.0,18369.85,12,212
11529,30840,324,557,25,32,2,1,TRX003240030840,3,3000.0,,,765
11530,30841,139,597,40,69,4,2,TRX001390030841,1,10000.0,33327.73,,395
11531,30842,933,553,50,87,2,1,TRX009330030842,2,400000.0,32160.13,357,358
11532,30843,159,591,20,18,1,5,TRX001590030843,1,15000.0,,878,
11533,30845,583,974,20,95,5,1,TRX005830030845,1,15000.0,,387,
11534,30846,650,456,43,96,6,5,TRX006500030846,1,120000.0,3383.54,877,228
11535,30847,160,606,42,23,2,1,TRX001600030847,3,225000.0,18581.47,309,166
11536,30850,748,113,49,72,4,1,TRX007480030850??,1,120000.0,25412.04,848,77
11537,30851,908,886,18,79,1,1,TRX009080030851,1,3000.0,,1551,
11538,30853,376,173,49,11,6,5,TRX003760030853,1,120000.0,15409.95,913,474
11539,30854,283,592,40,65,3,3,TRX002830030854,1,10000.0,39055.58,326,392
11540,30855,206,51,25,32,3,1,TRX002060030855,1,1000.0,,,670
11541,30858,930,247,28,7,3,4,TRX009300030858,1,10000.0,,,640
11542,30859,645,389,19,93,1,1,TRX006450030859,1,5000.0,,1077,
11543,30860,871,776,20,56,6,1,TRX008710030860,1,15000.0,,1490,
11544,30861,1015,750,32,54,4,1,TRX010150030861,1,95000.0,,177,"13,-"
11545,30862,866,397,28,23,2,1,TRX008660030862,1,10000.0,,,811
11546,30863,548,713,25,80,1,1,TRX005480030863,1,1000.0,,,861
11547,30865,628,912,41,48,2,3,TRX006280030865,1,15000.0,2373.41,785,384
11548,30866,538,313,32,78,1,3,TRX005380030866,1,95000.0,42235.76,764,313
11549,30868,251,417,19,24,3,1,TRX002510030868,2,10000.0,,111,
11550,30869,654,869,34,5,1,2,TRX006540030869,1,200000.0,6109.78,391,460
11551,30870,560,517,49,80,6,3,TRX005600030870,2,240000.0,31311.13,979,388
11552,30873,239,595,48,69,1,1,TRX002390030873,1,250000.0,7120262.38,507,191
11553,30875,174,333,49,21,2,1,TRX001740030875,1,120000.0,2987.19,101,21
11554,30876,787,960,23,65,1,1,TRX007870030876,1,90000.0,,561,
11555,30878,586,595,31,72,3,1,TRX005860030878,1,65000.0,13527.03,847,218
11556,30879,1029,82,20,23,1,1,TRX010290030879,1,15000.0,,2050,
11557,30880,694,259,20,28,3,1,TRX006940030880,1,15000.0,,1188,
11558,30882,279,140,48,33,1,1,TRX002790030882,106,250000.0,36155.2,376,431
11559,30884,304,401,35,43,3,4,TRX003040030884,1,350000.0,35185.61,564,423
11560,30885,454,508,49,77,3,5,TRX004540030885,1,120000.0,46745.4,614,96
11561,30890,928,270,36,70,3,2,TRX009280030890,1,150000.0,492647.35000000003,362,93
11562,30891,629,700,28,32,5,2,TRX006290030891,1,10000.0,,,28
11563,30893,80,139,23,91,1,1,TRX000800030893,2,180000.0,,2735,
11564,30898,159,292,33,69,1,1,TRX001590030898,1,135000.0,17593.73,338,127
11565,30901,461,121,18,29,5,3,TRX004610030901,1,3000.0,,1906,
11566,30904,1059,139,29,77,3,5,TRX010590030904,1,,,,524
11567,30905,523,878,23,13,1,5,TRX005230030905,1,90000.0,,1267,
11568,30906,345,791,19,12,3,1,TRX003450030906,1,5000.0,,310,
11569,30907,985,267,44,88,4,1,TRX009850030907,1,175000.0,23840.32,184,238
11570,30908,341,395,37,32,6,4,TRX003410030908,1,300000.0,12658.54,865,91
11571,30911,1072,9,44,3,3,1,TRX010720030911,1,175000.0,5831.63,843,138
11572,30913,986,623,21,91,2,5,TRX009860030913,1,25000.0,,1749,
11573,30914,291,888,36,29,2,4,TRX002910030914,2,300000.0,3430.01,770,439
11574,30916,29,302,50,49,6,2,TRX000290030916,"1,-",200000.0,28973.04,460,74
11575,30917,467,907,38,59,3,1,TRX004670030917,1,50000.0,46288.09,936,393
11576,30918,494,548,40,56,1,3,TRX004940030918,1,10000.0,37743.25,518,158
11577,30921,756,48,35,53,1,5,TRX007560030921,192,350000.0,32952.47,631,247
11578,30924,1048,919,26,95,3,1,TRX010480030924,1,1500.0,,,436
11579,30925,989,752,27,67,1,3,TRX009890030925,1,5000.0,,,383
11580,30926,595,419,26,49,3,1,TRX005950030926,2,3000.0,,,377
11581,30929,166,78,41,28,3,1,TRX001660030929,1,15000.0,33370.97,162,449
11582,30931,140,588,38,28,6,1,TRX001400030931,1,50000.0,19328.54,786,316
11583,30934,223,788,38,21,4,5,TRX002230030934,1,50000.0,19844.17,882,33
11584,30936,704,607,37,71,2,2,TRX007040030936,1,300000.0,10932.86,806,458
11585,30937,838,649,36,16,2,1,TRX008380030937,2,300000.0,21645.5,367,100
11586,30938,894,999,37,54,2,1,TRX008940030938,4,1200000.0,44618.42,799,325
11587,30941,1028,128,19,42,1,1,TRX010280030941,1,5000.0,,2982,
11588,30942,621,740,36,90,1,1,TRX006210030942,1,150000.0,50968.13,494,205
11589,30943,967,849,19,98,2,2,TRX009670030943,1,5000.0,,540,
11590,30944,444,359,27,33,3,1,TRX004440030944,1,5000.0,,,985
11591,30946,566,484,39,21,1,1,TRX005660030946,2,40000.0,4011.76,240,209
11592,30947,377,594,40,15,4,5,TRX003770030947,1,10000.0,6038.58,32,182
11593,30948,113,492,48,96,5,1,TRX001130030948,1,250000.0,27044.54,943,471
11594,30949,978,639,38,63,4,1,TRX009780030949,2,100000.0,50478.39,394,1
11595,30956,360,634,35,74,3,1,TRX003600030956,1,350000.0,45471.38,,121
11596,30957,850,212,50,31,5,1,TRX008500030957,1,200000.0,40644.85,875,318
11597,30958,622,68,33,55,5,3,TRX006220030958,1,135000.0,19973.61,152,210
11598,30960,943,826,26,3,3,2,TRX009430030960,1,1500.0,,,376
11599,30962,624,411,24,35,6,1,TRX006240030962,2,140000.0,,1696,
11600,30964,646,631,43,18,4,1,TRX006460030964,1,120000.0,34769.72,648,80
11601,30965,1083,18,22,59,2,5,TRX010830030965,1,50000.0,,485,
11602,30966,951,470,21,55,4,1,TRX009510030966,1,25000.0,,723,
11603,30968,498,317,42,17,5,1,TRX004980030968-ERR,2 (error),150000.0,26688.25,555,147
11604,30970,222,543,33,41,2,1,TRX002220030970,1,135000.0,23119.67,604,157
11605,30971,826,282,24,26,1,1,TRX008260030971,1,70000.0,,661,
11606,30972,264,792,38,78,1,3,TRX002640030972,1,50000.0,20823.28,802,265
11607,30973,1032,35,33,33,1,4,TRX010320030973,2,270000.0,26068.4,327,333
11608,30974,409,805,42,72,3,3,TRX004090030974,1,75000.0,22332.77,10,39
11609,30977,882,596,27,76,1,1,TRX008820030977,1,5000.0,,,104
11610,30980,122,59,19,64,3,1,TRX001220030980,1,5000.0,,173,
